Year,Geography,Geographic Area Name,Households Estimate Total,Families Estimate Total,Married-Couple Families Estimate Total,Nonfamily Households Estimate Total,"Households Estimate Less Than $10,000","Families Estimate Less Than $10,000","Married-Couple Families Estimate Less Than $10,000","Nonfamily Households Estimate Less Than $10,000","Households Estimate $10,000 To $14,999","Families Estimate $10,000 To $14,999","Married-Couple Families Estimate $10,000 To $14,999","Nonfamily Households Estimate $10,000 To $14,999","Households Estimate $15,000 To $24,999","Families Estimate $15,000 To $24,999","Married-Couple Families Estimate $15,000 To $24,999","Nonfamily Households Estimate $15,000 To $24,999","Households Estimate $25,000 To $34,999","Families Estimate $25,000 To $34,999","Married-Couple Families Estimate $25,000 To $34,999","Nonfamily Households Estimate $25,000 To $34,999","Households Estimate $35,000 To $49,999","Families Estimate $35,000 To $49,999","Married-Couple Families Estimate $35,000 To $49,999","Nonfamily Households Estimate $35,000 To $49,999","Households Estimate $50,000 To $74,999","Families Estimate $50,000 To $74,999","Married-Couple Families Estimate $50,000 To $74,999","Nonfamily Households Estimate $50,000 To $74,999","Households Estimate $75,000 To $99,999","Families Estimate $75,000 To $99,999","Married-Couple Families Estimate $75,000 To $99,999","Nonfamily Households Estimate $75,000 To $99,999","Households Estimate $100,000 To $149,999","Families Estimate $100,000 To $149,999","Married-Couple Families Estimate $100,000 To $149,999","Nonfamily Households Estimate $100,000 To $149,999","Households Estimate $150,000 To $199,999","Families Estimate $150,000 To $199,999","Married-Couple Families Estimate $150,000 To $199,999","Nonfamily Households Estimate $150,000 To $199,999","Households Estimate $200,000 Or More","Families Estimate $200,000 Or More","Married-Couple Families Estimate $200,000 Or More","Nonfamily Households Estimate $200,000 Or More",Households Estimate Median Income (Dollars),Families Estimate Median Income (Dollars),Married-Couple Families Estimate Median Income (Dollars),Nonfamily Households Estimate Median Income (Dollars),Households Estimate Mean Income (Dollars),Families Estimate Mean Income (Dollars),Married-Couple Families Estimate Mean Income (Dollars),Nonfamily Households Estimate Mean Income (Dollars),Households Estimate Percent Imputed Household Income In The Past 12 Months,Families Estimate Percent Imputed Household Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Household Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Household Income In The Past 12 Months,Households Estimate Percent Imputed Family Income In The Past 12 Months,Families Estimate Percent Imputed Family Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Family Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Family Income In The Past 12 Months,Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months
2015,0400000US17,Illinois,4786388,3124683,2302493,1661705,7.2,4.4,1.4,13.5,4.5,2.7,1.2,8.5,10,7,4.2,16.2,9.4,7.9,6.1,12.5,12.7,11.9,10.6,14.3,17.8,18.3,18.7,16.2,12.7,14.7,16.6,8.4,14.1,17.7,21.7,6.6,5.7,7.5,9.6,2,5.8,7.8,10.1,2,57574,71546,86045,34356,79556,94076,110235,49637,31.9,(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),28.9
2015,0400000US18,Indiana,2501937,1655043,1230230,846894,7.2,4.8,1.4,13.4,5.4,3,1.3,10.5,11.5,7.8,4.7,19.5,11.4,9.4,7.5,15.6,15.2,14.6,13.7,16.2,19.4,21.6,23.3,14.1,12.4,15.4,18.4,5.7,11.4,15,18.8,3.5,3.3,4.5,5.7,0.8,2.8,3.8,4.9,0.8,49255,61119,72484,29056,64649,76352,88755,39064,28.5,(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),27.5
2015,0400000US19,Iowa,1236409,797481,631345,438928,6.2,3.4,1.1,12.4,5.1,2.3,1.1,10.7,10.5,6.4,3.9,18.8,10.6,8.4,6.4,15.2,14.4,13.5,12.1,16.2,20,22.2,23.4,15,13.7,17.3,20,6.1,12.5,17,20.4,3.7,3.7,5.2,6.4,0.9,3.2,4.3,5.3,0.9,53183,67466,77166,30166,68446,82413,92823,40564,28.5,(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),28.4
2015,0400000US20,Kansas,1113472,729468,566559,384004,6.5,3.5,1.2,13.3,5,2.5,1.1,10.2,10.6,7,4.3,18.1,10.9,8.8,6.9,15.5,14.7,13.8,12.6,16.2,19.3,21,22.3,15,12.6,15.9,18.3,5.7,12.7,16.8,20.2,4.1,4,5.5,6.8,1,3.7,5.1,6.3,0.9,52205,66389,76947,30220,70093,84265,95761,40750,27.3,(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),26.3
2015,0400000US21,Kentucky,1708499,1136718,836041,571781,9.9,6.2,2.4,18.7,6.9,4.4,2.4,12.7,12.8,9.9,6.9,18.9,11.3,10.1,8.6,13.8,14.5,14.5,14.1,14.3,17.8,20.2,22.3,12.4,11,13.9,16.7,4.7,10.2,13.4,17,3,2.9,4,5.1,0.7,2.6,3.5,4.5,0.8,43740,55367,66861,24802,60031,71153,83009,35716,29,(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),27.4
2015,0400000US22,Louisiana,1727919,1128232,752359,599687,10.3,6.7,1.8,18.6,6.9,4.4,1.9,12.1,12.7,10.1,5.9,18.2,10.9,9.9,7.8,12.8,13.2,13.1,12.4,13.4,16.2,17.7,19.5,12.7,10.9,13.4,16.7,5.6,11.4,14.8,20.1,4.2,3.9,5.2,7.3,1.3,3.5,4.7,6.6,1.1,45047,57144,75887,25719,63904,75804,93697,38784,34.9,(X),(X),(X),(X),36.1,(X),(X),(X),(X),(X),31.2
2015,0400000US23,Maine,553284,347579,270147,205705,7,3.8,1.3,13.6,6.4,3,1.5,12.8,11.7,8,5.5,18.7,11.4,9.9,8.4,14.4,14.1,13.9,12.9,14.6,19,21.3,22.8,14,12.8,16.1,18.7,6.2,11.3,15.1,18.2,3.7,3.4,4.7,5.7,1,3,4.1,5,1.1,49331,62279,71983,27780,64985,77831,87840,39999,25.4,(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),24.5
2015,0400000US24,Maryland,2166389,1450292,1031573,716097,5.1,3.1,1,10.1,3.3,1.9,0.8,6.5,6.9,4.6,2.5,12.2,7.2,6,3.9,10.5,10.7,9.5,7.2,13.6,17.1,16.2,14.5,18.8,13.4,14.1,14.7,11.4,18.2,21.2,24.8,10.9,9,11.3,14.4,3.6,9.2,12.2,16.2,2.5,74551,90089,109228,46429,97801,113668,133988,61007,31.7,(X),(X),(X),(X),32.2,(X),(X),(X),(X),(X),28.6
2015,0400000US25,Massachusetts,2549721,1620917,1195878,928804,6.1,3.6,1.2,11.3,5.1,2.5,1,10.2,8.5,5.6,3.1,14.1,7.7,6.5,4.4,10.3,10.4,9.5,7.6,12.5,15.8,15.4,14.5,16.3,12.5,13.8,14.7,9.6,16.9,20.5,24.4,9.6,8.1,10.6,13.3,3.2,8.9,12.1,15.7,2.9,68563,87085,105557,39687,94143,112945,133020,57923,32.5,(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),29.9
2015,0400000US26,Michigan,3841148,2497834,1834569,1343314,8,5.2,1.7,14.8,5.5,3.3,1.4,10,11.5,8,4.9,18.5,10.9,9,7.2,14.7,14.4,13.8,13,15.4,18.4,20.2,21.7,14.4,11.9,14.6,17.2,6.2,11.8,15.6,19.6,4.1,4,5.5,7.2,1,3.5,4.7,6.2,1,49576,62247,75133,29391,66760,79572,93171,40543,29.9,(X),(X),(X),(X),30,(X),(X),(X),(X),(X),28.4
2015,0400000US27,Minnesota,2124745,1376549,1082532,748196,5.4,3,0.9,11,4.3,2,0.9,8.9,9,5.6,3.4,16.2,8.9,7,5.1,13.1,13,11.3,9.7,16.3,19,19.5,19.6,17.2,14.1,16.8,18.7,8.3,15.4,19.9,23.5,6.1,5.7,7.8,9.4,1.5,5.2,7.2,8.9,1.4,61492,77055,88259,35623,80444,96258,108921,48032,25.4,(X),(X),(X),(X),25,(X),(X),(X),(X),(X),24.5
2015,0400000US28,Mississippi,1096593,749121,489805,347472,11.4,7.8,2.2,21,7.7,4.8,2.2,14.4,14,11.7,7.5,19.6,12,11.5,9.5,13.1,14.4,14.8,14.6,13.1,17,19.4,23,10.8,10,12.5,16.4,4.1,8.8,11.3,15.7,2.6,2.5,3.3,4.8,0.6,2.2,2.8,4,0.6,39665,49274,64377,21845,54906,64296,79692,32337,33.7,(X),(X),(X),(X),34.8,(X),(X),(X),(X),(X),29.7
2015,0400000US29,Missouri,2364688,1530006,1141310,834682,7.8,4.7,1.6,14.6,5.8,3.2,1.6,11.1,11.7,8.2,5.3,18.7,11.4,9.7,7.9,14.9,14.9,14.3,13.5,15.6,18.6,20.9,22.5,13.7,11.8,14.7,17.2,5.8,11.1,14.7,18.3,3.8,3.7,5.2,6.6,0.9,3.2,4.4,5.6,1,48173,60809,72151,28513,65312,77951,90253,39654,29.9,(X),(X),(X),(X),30.2,(X),(X),(X),(X),(X),27.9
2015,0400000US30,Montana,409394,255470,202065,153924,7.2,4.1,1.5,13.6,6.2,3.1,1.6,11.7,12.4,7.7,5.4,20.5,11.7,9.9,8.6,15,14.9,14.7,14,15.2,19,22,23.8,13.5,11.7,15.4,17.7,5.1,10.9,14.8,17.5,3.8,3,4.2,5,0.7,2.9,4.1,4.9,1,47169,61271,69209,27458,63139,76701,85719,38385,30.8,(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),29.4
2015,0400000US31,Nebraska,736613,476627,373672,259986,6.1,3.5,1.2,11.9,5,2.3,1.1,10.5,10.6,6.7,4.2,18.5,10.6,8.6,6.6,15,14.6,13.3,12,16.9,19.8,21.7,22.5,15.2,13.1,16.4,19.1,6.2,12.9,17.3,20.9,3.8,3.9,5.4,6.6,1.1,3.5,4.8,5.9,1,52997,67225,77573,30899,69392,83230,94241,41297,26.5,(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),25.5
2015,0400000US32,Nevada,1016709,651954,457627,364755,6.5,4.6,2,11.6,4.8,3,1.6,8.5,10.6,8,5.4,16.1,11.1,9.7,7.9,14.2,15.1,14.8,13.5,15.7,19.5,20.9,21.9,16.4,12.6,14.4,16.6,8,12.2,15,18.6,6.1,4.1,5.2,6.7,1.8,3.5,4.4,5.8,1.5,51847,60916,72123,34648,69150,78418,90737,48813,32.8,(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),29.6
2015,0400000US33,New Hampshire,520251,347378,274432,172873,4.2,2.4,0.8,9,4,1.7,0.7,9.1,8.4,5,3,16.1,8.4,6.6,4.9,12.8,12.2,10.9,9,15.7,18.3,18.5,18,17,14.3,16.6,18.3,8.6,17.1,21.1,24.6,7.7,7,9.1,10.9,2.2,6.1,8,9.7,1.8,66779,81726,92527,37499,85727,100306,112566,52139,27.7,(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),25.9
2015,0400000US34,New Jersey,3189486,2211531,1628432,977955,5.5,3.5,1.2,11.3,3.8,2.2,1.1,7.9,8.1,5.5,3.2,14.8,7.8,6.3,4.6,11.3,10.5,9.5,7.7,13.2,15.8,15.4,14.2,16.5,12.5,13.5,14,9.9,17.2,20.2,23.8,9.1,8.7,10.9,13.6,3,10.1,13,16.7,2.9,72093,88335,106656,39809,99026,115568,135217,57536,34.2,(X),(X),(X),(X),34.9,(X),(X),(X),(X),(X),30.6
2015,0400000US35,New Mexico,763603,495031,344593,268572,9.8,6.7,2.6,17.7,6.6,4.4,2.8,10.9,12.8,10.6,7.6,17.5,11.2,10.4,8.7,12.8,14.1,13.6,12.6,14.4,16.9,18.6,20.2,12.9,11.3,13.4,16.3,6.5,10.7,13.4,17.3,4.9,3.8,5,6.6,1.3,3,3.9,5.3,1.2,44963,55049,68794,27466,62215,72050,85832,41094,30.4,(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),26.8
2015,0400000US36,New York,7262279,4625960,3194010,2636319,7.8,4.9,1.7,14,5.2,3.4,1.8,8.9,9.8,7.7,4.9,14.3,8.8,7.9,6.1,10.8,11.7,11.2,9.6,12.8,16.4,16.8,16.6,15.3,11.9,13.2,14.6,9,14.4,17.3,21.2,8.3,6.5,8.1,10.6,3.1,7.5,9.5,12.9,3.6,59269,71913,90257,36916,86825,100948,121531,58432,36.3,(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),31.4
2015,0400000US37,North Carolina,3775581,2497993,1817338,1277588,8,5.3,1.8,14.7,6.2,3.6,1.7,11.8,12,9.3,6,17.9,11.7,10.4,8.3,14.5,14.8,14.5,13.6,15.2,17.9,19.5,21.3,13.8,11.3,13.7,16.7,5.9,10.7,13.9,17.7,4,3.7,5,6.5,1.1,3.6,4.8,6.4,1.1,46868,57856,71565,28639,65338,77040,91373,40207,29.5,(X),(X),(X),(X),30,(X),(X),(X),(X),(X),27.2
2015,0400000US38,North Dakota,299638,181864,145767,117774,6.3,3.4,1.1,11.7,4.8,2,0.8,9.4,9.3,5.8,3.9,15.6,9.9,6.9,5.5,15,13.9,12.1,10.5,17,18.5,20,20.4,15.7,13.9,17.4,19.6,7.7,14.3,19.7,23.1,4.9,4.6,6.3,7.4,1.4,4.6,6.4,7.7,1.5,57181,74708,84437,33751,76185,93044,103913,47072,29.5,(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),29
2015,0400000US39,Ohio,4585084,2937598,2143896,1647486,8.1,5.2,1.5,14.6,5.6,3.2,1.3,10.3,11.5,7.7,4.5,18.9,10.9,8.9,7,14.7,14.3,13.7,12.7,15.3,18.5,20.4,21.9,14.3,12,14.9,17.8,6.1,11.7,15.7,20,3.9,3.9,5.4,7.1,1,3.4,4.7,6.2,0.9,49429,62817,76253,29023,66409,79891,94175,39978,28.4,(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),26.6
2015,0400000US40,Oklahoma,1455321,966009,712205,489312,8,5.2,1.8,15.1,6.1,3.4,1.8,12,12.1,9,6.1,19,11.6,10.2,8.5,14.5,14.9,14.7,13.8,15,18.8,20.9,22.9,13.4,11.5,14.2,16.8,5.4,10.7,13.9,17.5,3.5,3.3,4.4,5.6,1,3.1,4.1,5.3,1,46879,58029,69279,27275,63890,75271,87596,38757,31.5,(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),29.3
2015,0400000US41,Oregon,1533430,971791,741463,561639,7.3,4.6,1.7,13.7,5.3,3.1,1.6,9.7,11.1,8,5.6,17.2,10.7,9.4,7.9,13.2,14.3,13.8,13,15,18.6,20,21.1,15.2,12.5,15,17.2,7.5,12.3,15.7,18.9,5.6,4,5.3,6.7,1.5,3.8,5,6.3,1.4,51243,62964,73762,31848,69040,80948,92465,45100,25.9,(X),(X),(X),(X),25.6,(X),(X),(X),(X),(X),24.6
2015,0400000US42,Pennsylvania,4958859,3202874,2387911,1755985,6.9,4,1.2,13.4,5.3,2.8,1.2,10.4,10.7,6.8,4.2,18.4,10.3,8.6,6.7,13.7,13.5,13,11.6,14.7,18.4,19.9,20.5,15.2,12.5,15.2,17.4,6.7,13,17,20.8,4.9,4.8,6.5,8.3,1.3,4.6,6.3,8.1,1.3,53599,68158,81033,30477,73175,87959,101982,43554,31,(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),29.5
2015,0400000US44,Rhode Island,410602,257540,181097,153062,7.9,4.5,1.3,14.7,5.5,2.8,1.1,10.5,9.9,7,3.9,15.5,9.1,7.9,5.6,11.1,12.2,11.2,9.4,14.4,16.8,17.3,16.9,15.9,12.9,15.5,17.8,7.6,14.5,18.8,23.8,6.4,6,8.1,10.7,2,5.2,7,9.5,1.7,56852,74045,90934,32868,77111,92689,110574,47699,33.3,(X),(X),(X),(X),33.6,(X),(X),(X),(X),(X),31.5
2015,0400000US45,South Carolina,1815094,1212645,857927,602449,8.8,5.8,1.8,16.2,6.4,3.8,1.7,12.2,12.4,9.7,6.1,18.5,11.6,10.5,8.3,14,14.7,14.5,13.8,14.8,18.1,19.9,22,13.5,11.2,13.9,17.1,5.4,10.5,13.7,18,3.5,3.3,4.4,5.9,1,2.9,3.8,5.2,0.9,45483,56343,70444,26824,61987,72700,87020,38294,32.7,(X),(X),(X),(X),33,(X),(X),(X),(X),(X),30.9
2015,0400000US46,South Dakota,330858,212994,165991,117864,6.2,3.6,1.1,12,5.6,2.6,1.2,11.4,10.7,7.1,4.3,18.2,11.2,8.8,6.3,16,15.4,14.3,12.8,17.7,19.8,22,23.8,14.4,13.6,17.4,20.7,5.5,11.3,15.5,19.1,3,3,4.2,5.2,0.9,3.2,4.5,5.5,0.9,50957,65237,75459,30316,66404,80037,91427,39198,26.3,(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),25.1
2015,0400000US47,Tennessee,2504556,1665445,1215967,839111,8.6,5.5,1.9,15.9,6.3,3.8,1.9,11.9,12.7,9.8,6.7,19,11.8,10.5,8.8,14.5,14.8,14.7,13.9,14.8,18.2,20.3,22.4,13.1,11,13.5,16.3,5.3,10.2,13.2,16.7,3.6,3.3,4.4,5.8,0.9,3.2,4.3,5.7,1,45219,56110,68054,26875,63339,74677,87730,38755,30.8,(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),28.6
2015,0400000US48,Texas,9149196,6364104,4591193,2785092,7.2,5,1.9,13.9,5.1,3.5,2,9.3,10.7,8.9,6,15.7,10.3,9.5,7.7,12.5,13.6,13,11.8,14.8,17.8,18.1,18.8,16.2,11.8,13.2,15.3,7.5,13.1,15.7,19.6,6.2,5.1,6.3,8.2,1.9,5.3,6.7,8.8,2,53207,62717,77641,33473,75264,85545,101068,48417,31.2,(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),27.3
2015,0400000US49,Utah,906292,680007,554555,226285,4.9,3.3,1.5,11.3,3.8,2.4,1.4,8.7,8.6,6.2,4.6,16.8,9.2,7.9,6.7,13.5,13.8,13.1,12.2,16.3,21.1,22.1,22.6,17.3,15,16.9,18.5,7.9,14.6,17.4,19.8,5.2,4.8,5.7,6.7,1.7,4.2,5,5.9,1.3,60727,68817,76089,34687,76531,85159,93244,46581,27.9,(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),27.4
2015,0400000US50,Vermont,257167,159457,126110,97710,5.5,3.2,1,10.4,5.6,2.3,0.9,11.6,10.3,6.8,4.3,16.9,10,7.9,6.1,13.7,13.9,13.1,11.7,15.6,19.4,20.8,21.6,16.6,13.9,17,19.4,8,13.2,17.9,21.3,4.6,4.4,6,7.4,1.5,3.7,5.2,6.3,1,55176,70027,80510,32828,71392,86245,97375,44235,26.9,(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),26.3
2015,0400000US51,Virginia,3062783,2054416,1547758,1008367,5.8,3.6,1.1,11.2,4.1,2.3,1,8.2,8.3,5.9,3.6,13.8,8.5,7.3,5.4,11.5,12.2,11.3,9.6,14.2,17.3,17.5,17.4,16.6,12.8,14.1,15.6,9.2,15.8,18.4,21.8,9.4,7.2,9,11.1,3.2,8.1,10.6,13.4,2.6,65015,78390,93384,40158,88955,102966,118926,57024,29.4,(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),27.6
2015,0400000US53,Washington,2668912,1722188,1329528,946724,6.1,3.7,1.3,11.8,4.1,2.4,1.2,7.7,8.8,6,3.7,14.5,9,7.5,5.8,12.4,13,11.9,10.6,15.1,18.6,19.2,19.4,17.1,13.4,15.2,17,9.3,15.2,18.8,22.1,7.7,6,7.8,9.6,2.3,5.7,7.5,9.3,2,61062,74025,85828,37909,80789,94338,107196,52535,25.8,(X),(X),(X),(X),26,(X),(X),(X),(X),(X),23.9
2015,0400000US54,West Virginia,740890,479803,361652,261087,10,6,2.3,18.9,6.9,4,2.3,12.9,14.1,10.2,7.5,21.6,11.8,10.9,9.7,13.8,14.9,16,16.2,12.7,17.5,20.6,22.6,11.1,10.8,13.8,16.4,4.6,9.2,12.3,15.1,3,2.6,3.5,4.4,0.7,2.1,2.9,3.6,0.7,41751,52866,62297,23027,56425,67421,76848,34022,31.1,(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),29.1
2015,0400000US55,Wisconsin,2299107,1469290,1136134,829817,5.9,3.5,1.1,11.3,5.2,2.6,1,10.1,10.7,6.6,3.9,18.7,10.6,8.4,6.5,14.8,14.4,13.2,11.8,16.5,19.7,21.2,22.3,16.2,13.5,16.9,19.6,6.5,13,17.6,21.3,4.1,3.9,5.4,6.7,0.9,3.3,4.5,5.6,0.9,53357,68064,78756,31395,69333,83469,95129,41852,26.9,(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),26.5
2015,0400000US56,Wyoming,226865,147229,117355,79636,4.8,3.4,1.3,9.2,4.6,2.1,0.9,9.8,9.8,6.1,4,17.4,9.9,7.7,6.2,14.4,13.6,11.7,10.5,16.1,19,20.5,21,15.8,14.3,17.5,19.5,8.2,16,20.6,24.1,6.4,4.7,6.3,7.6,1.4,3.2,4.1,4.9,1.4,58840,73194,82177,34317,73477,85229,94761,48722,28.7,(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),27.2
2015,0400000US72,Puerto Rico,1244202,879818,499852,364384,29,23.9,12.9,44.7,11.8,10.3,9.4,15.9,18.4,19.2,19.3,16.8,12.2,13.6,14.7,8.2,11.5,13.2,15.8,6.4,9.5,11,14.7,4.7,3.6,4.2,6,1.5,2.5,2.9,4.4,1,0.8,1,1.5,0.3,0.7,0.8,1.3,0.3,19350,22976,30475,11479,30463,34046,43265,19247,26.2,(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),20.4
2016,GEO_ID,NAME,S1901_C01_001E,S1901_C02_001E,S1901_C03_001E,S1901_C04_001E,S1901_C01_002E,S1901_C02_002E,S1901_C03_002E,S1901_C04_002E,S1901_C01_003E,S1901_C02_003E,S1901_C03_003E,S1901_C04_003E,S1901_C01_004E,S1901_C02_004E,S1901_C03_004E,S1901_C04_004E,S1901_C01_005E,S1901_C02_005E,S1901_C03_005E,S1901_C04_005E,S1901_C01_006E,S1901_C02_006E,S1901_C03_006E,S1901_C04_006E,S1901_C01_007E,S1901_C02_007E,S1901_C03_007E,S1901_C04_007E,S1901_C01_008E,S1901_C02_008E,S1901_C03_008E,S1901_C04_008E,S1901_C01_009E,S1901_C02_009E,S1901_C03_009E,S1901_C04_009E,S1901_C01_010E,S1901_C02_010E,S1901_C03_010E,S1901_C04_010E,S1901_C01_011E,S1901_C02_011E,S1901_C03_011E,S1901_C04_011E,S1901_C01_012E,S1901_C02_012E,S1901_C03_012E,S1901_C04_012E,S1901_C01_013E,S1901_C02_013E,S1901_C03_013E,S1901_C04_013E,S1901_C01_014E,S1901_C02_014E,S1901_C03_014E,S1901_C04_014E,S1901_C01_015E,S1901_C02_015E,S1901_C03_015E,S1901_C04_015E,S1901_C01_016E,S1901_C02_016E,S1901_C03_016E,S1901_C04_016E
2016,Geography,Geographic Area Name,Households!!Estimate!!Total,Families!!Estimate!!Total,Married-couple families!!Estimate!!Total,Nonfamily households!!Estimate!!Total,"Households!!Estimate!!Less than $10,000","Families!!Estimate!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more",Households!!Estimate!!Median income (dollars),Families!!Estimate!!Median income (dollars),Married-couple families!!Estimate!!Median income (dollars),Nonfamily households!!Estimate!!Median income (dollars),Households!!Estimate!!Mean income (dollars),Families!!Estimate!!Mean income (dollars),Married-couple families!!Estimate!!Mean income (dollars),Nonfamily households!!Estimate!!Mean income (dollars),Households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months,Families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months,Married-couple families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months,Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months,Households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months,Families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months,Married-couple families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months,Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months,Households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Married-couple families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
2016,0400000US01,Alabama,1851061,1232880,878633,618181,9.7,6.1,2,17.9,6.8,3.9,1.8,13,12.6,9.7,6.1,19.1,11.2,10.1,8.2,13.4,14,14,13.3,13.8,17.4,19.4,21.7,12.7,11,13.7,16.8,5.2,10.7,14.2,18.2,3.4,3.6,4.9,6.5,0.8,2.9,4,5.4,0.8,44758,56828,70945,25046,62061,74189,88616,36128,34.6,(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),32.2
2016,0400000US02,Alaska,250235,166629,124720,83606,3.7,2.7,0.7,7.2,3.4,1.7,0.7,7.3,7.1,4.8,2.5,12.4,7,5.7,4,10,11.4,9.6,7.5,15.2,17.9,17.2,16.4,19.4,14.8,16.2,17.6,11.6,19.2,22.8,27,10.5,8.8,10.9,13.3,3.6,6.8,8.4,10.5,2.8,74444,87365,101264,47586,92191,103495,117787,63871,29.4,(X),(X),(X),(X),30.3,(X),(X),(X),(X),(X),24.8
2016,0400000US04,Arizona,2448919,1602188,1160631,846731,7.5,5.4,2.3,13.3,5.1,3.3,1.9,9,10.7,8.1,5.6,16.3,10.8,9.7,8.1,13.5,14.6,14,12.8,15.7,18.5,19.8,20.6,15.3,12,13.9,16,7.6,12.2,15,18.5,5.9,4.4,5.6,7.3,1.7,4.2,5.3,6.9,1.7,51340,61001,73245,33026,70432,80861,93952,47101,33.7,(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),30.5
