,State_Name,Cost,Code,Item,Year
392,Minnesota,1036,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
393,Mississippi,795,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
394,Missouri,1621,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
395,Montana,196,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
396,Nebraska,388,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
397,Nevada,431,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
398,New Hampshire,263,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
399,New Jersey,2444,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
400,New Mexico,379,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
401,New York,5678,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
402,North Carolina,2552,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
403,North Dakota,137,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
404,Ohio,3176,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
405,Oklahoma,886,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
406,Oregon,777,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
407,Pennsylvania,3743,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
408,Rhode Island,268,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
409,South Carolina,1170,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
410,South Dakota,169,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
411,Tennessee,1776,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
412,Texas,4943,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
413,Utah,363,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
414,Vermont,150,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
415,Virginia,1495,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
416,Washington,1117,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
417,West Virginia,610,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
418,Wisconsin,1267,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
419,Wyoming,91,7,Medicare/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),2013
429,Alabama,172,8,Medicare/Durable Medical Products (Millions of Dollars),2013
430,Alaska,6,8,Medicare/Durable Medical Products (Millions of Dollars),2013
431,Arizona,168,8,Medicare/Durable Medical Products (Millions of Dollars),2013
432,Arkansas,108,8,Medicare/Durable Medical Products (Millions of Dollars),2013
433,California,705,8,Medicare/Durable Medical Products (Millions of Dollars),2013
434,Colorado,164,8,Medicare/Durable Medical Products (Millions of Dollars),2013
435,Connecticut,72,8,Medicare/Durable Medical Products (Millions of Dollars),2013
436,Delaware,20,8,Medicare/Durable Medical Products (Millions of Dollars),2013
437,District of Columbia,9,8,Medicare/Durable Medical Products (Millions of Dollars),2013
438,Florida,599,8,Medicare/Durable Medical Products (Millions of Dollars),2013
439,Georgia,281,8,Medicare/Durable Medical Products (Millions of Dollars),2013
440,Hawaii,17,8,Medicare/Durable Medical Products (Millions of Dollars),2013
441,Idaho,45,8,Medicare/Durable Medical Products (Millions of Dollars),2013
442,Illinois,235,8,Medicare/Durable Medical Products (Millions of Dollars),2013
443,Indiana,172,8,Medicare/Durable Medical Products (Millions of Dollars),2013
444,Iowa,69,8,Medicare/Durable Medical Products (Millions of Dollars),2013
445,Kansas,63,8,Medicare/Durable Medical Products (Millions of Dollars),2013
446,Kentucky,149,8,Medicare/Durable Medical Products (Millions of Dollars),2013
447,Louisiana,136,8,Medicare/Durable Medical Products (Millions of Dollars),2013
448,Maine,34,8,Medicare/Durable Medical Products (Millions of Dollars),2013
449,Maryland,91,8,Medicare/Durable Medical Products (Millions of Dollars),2013
450,Massachusetts,129,8,Medicare/Durable Medical Products (Millions of Dollars),2013
451,Michigan,256,8,Medicare/Durable Medical Products (Millions of Dollars),2013
452,Minnesota,110,8,Medicare/Durable Medical Products (Millions of Dollars),2013
453,Mississippi,101,8,Medicare/Durable Medical Products (Millions of Dollars),2013
454,Missouri,182,8,Medicare/Durable Medical Products (Millions of Dollars),2013
455,Montana,27,8,Medicare/Durable Medical Products (Millions of Dollars),2013
456,Nebraska,43,8,Medicare/Durable Medical Products (Millions of Dollars),2013
457,Nevada,65,8,Medicare/Durable Medical Products (Millions of Dollars),2013
458,New Hampshire,25,8,Medicare/Durable Medical Products (Millions of Dollars),2013
459,New Jersey,156,8,Medicare/Durable Medical Products (Millions of Dollars),2013
460,New Mexico,66,8,Medicare/Durable Medical Products (Millions of Dollars),2013
461,New York,425,8,Medicare/Durable Medical Products (Millions of Dollars),2013
462,North Carolina,292,8,Medicare/Durable Medical Products (Millions of Dollars),2013
463,North Dakota,11,8,Medicare/Durable Medical Products (Millions of Dollars),2013
464,Ohio,335,8,Medicare/Durable Medical Products (Millions of Dollars),2013
465,Oklahoma,113,8,Medicare/Durable Medical Products (Millions of Dollars),2013
466,Oregon,117,8,Medicare/Durable Medical Products (Millions of Dollars),2013
467,Pennsylvania,387,8,Medicare/Durable Medical Products (Millions of Dollars),2013
468,Rhode Island,22,8,Medicare/Durable Medical Products (Millions of Dollars),2013
469,South Carolina,173,8,Medicare/Durable Medical Products (Millions of Dollars),2013
470,South Dakota,16,8,Medicare/Durable Medical Products (Millions of Dollars),2013
471,Tennessee,245,8,Medicare/Durable Medical Products (Millions of Dollars),2013
472,Texas,584,8,Medicare/Durable Medical Products (Millions of Dollars),2013
473,Utah,71,8,Medicare/Durable Medical Products (Millions of Dollars),2013
474,Vermont,13,8,Medicare/Durable Medical Products (Millions of Dollars),2013
475,Virginia,175,8,Medicare/Durable Medical Products (Millions of Dollars),2013
476,Washington,136,8,Medicare/Durable Medical Products (Millions of Dollars),2013
477,West Virginia,72,8,Medicare/Durable Medical Products (Millions of Dollars),2013
478,Wisconsin,125,8,Medicare/Durable Medical Products (Millions of Dollars),2013
479,Wyoming,17,8,Medicare/Durable Medical Products (Millions of Dollars),2013
489,Alabama,442,9,Medicare/Nursing Home Care (Millions of Dollars),2013
490,Alaska,6,9,Medicare/Nursing Home Care (Millions of Dollars),2013
491,Arizona,466,9,Medicare/Nursing Home Care (Millions of Dollars),2013
492,Arkansas,272,9,Medicare/Nursing Home Care (Millions of Dollars),2013
493,California,3881,9,Medicare/Nursing Home Care (Millions of Dollars),2013
494,Colorado,375,9,Medicare/Nursing Home Care (Millions of Dollars),2013
495,Connecticut,637,9,Medicare/Nursing Home Care (Millions of Dollars),2013
496,Delaware,139,9,Medicare/Nursing Home Care (Millions of Dollars),2013
497,District of Columbia,72,9,Medicare/Nursing Home Care (Millions of Dollars),2013
498,Florida,2815,9,Medicare/Nursing Home Care (Millions of Dollars),2013
499,Georgia,639,9,Medicare/Nursing Home Care (Millions of Dollars),2013
500,Hawaii,87,9,Medicare/Nursing Home Care (Millions of Dollars),2013
501,Idaho,89,9,Medicare/Nursing Home Care (Millions of Dollars),2013
502,Illinois,1831,9,Medicare/Nursing Home Care (Millions of Dollars),2013
503,Indiana,1006,9,Medicare/Nursing Home Care (Millions of Dollars),2013
504,Iowa,209,9,Medicare/Nursing Home Care (Millions of Dollars),2013
505,Kansas,214,9,Medicare/Nursing Home Care (Millions of Dollars),2013
506,Kentucky,508,9,Medicare/Nursing Home Care (Millions of Dollars),2013
507,Louisiana,395,9,Medicare/Nursing Home Care (Millions of Dollars),2013
508,Maine,130,9,Medicare/Nursing Home Care (Millions of Dollars),2013
509,Maryland,728,9,Medicare/Nursing Home Care (Millions of Dollars),2013
510,Massachusetts,1104,9,Medicare/Nursing Home Care (Millions of Dollars),2013
511,Michigan,1218,9,Medicare/Nursing Home Care (Millions of Dollars),2013
512,Minnesota,523,9,Medicare/Nursing Home Care (Millions of Dollars),2013
513,Mississippi,246,9,Medicare/Nursing Home Care (Millions of Dollars),2013
514,Missouri,629,9,Medicare/Nursing Home Care (Millions of Dollars),2013
515,Montana,44,9,Medicare/Nursing Home Care (Millions of Dollars),2013
516,Nebraska,162,9,Medicare/Nursing Home Care (Millions of Dollars),2013
517,Nevada,211,9,Medicare/Nursing Home Care (Millions of Dollars),2013
518,New Hampshire,157,9,Medicare/Nursing Home Care (Millions of Dollars),2013
519,New Jersey,1519,9,Medicare/Nursing Home Care (Millions of Dollars),2013
520,New Mexico,138,9,Medicare/Nursing Home Care (Millions of Dollars),2013
521,New York,2455,9,Medicare/Nursing Home Care (Millions of Dollars),2013
522,North Carolina,1020,9,Medicare/Nursing Home Care (Millions of Dollars),2013
523,North Dakota,28,9,Medicare/Nursing Home Care (Millions of Dollars),2013
524,Ohio,1673,9,Medicare/Nursing Home Care (Millions of Dollars),2013
525,Oklahoma,280,9,Medicare/Nursing Home Care (Millions of Dollars),2013
526,Oregon,276,9,Medicare/Nursing Home Care (Millions of Dollars),2013
527,Pennsylvania,1822,9,Medicare/Nursing Home Care (Millions of Dollars),2013
528,Rhode Island,167,9,Medicare/Nursing Home Care (Millions of Dollars),2013
529,South Carolina,459,9,Medicare/Nursing Home Care (Millions of Dollars),2013
530,South Dakota,52,9,Medicare/Nursing Home Care (Millions of Dollars),2013
531,Tennessee,733,9,Medicare/Nursing Home Care (Millions of Dollars),2013
532,Texas,2284,9,Medicare/Nursing Home Care (Millions of Dollars),2013
533,Utah,167,9,Medicare/Nursing Home Care (Millions of Dollars),2013
534,Vermont,60,9,Medicare/Nursing Home Care (Millions of Dollars),2013
535,Virginia,797,9,Medicare/Nursing Home Care (Millions of Dollars),2013
536,Washington,621,9,Medicare/Nursing Home Care (Millions of Dollars),2013
537,West Virginia,184,9,Medicare/Nursing Home Care (Millions of Dollars),2013
538,Wisconsin,618,9,Medicare/Nursing Home Care (Millions of Dollars),2013
539,Wyoming,30,9,Medicare/Nursing Home Care (Millions of Dollars),2013
549,Alabama,104,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
550,Alaska,15,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
551,Arizona,71,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
552,Arkansas,58,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
553,California,500,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
554,Colorado,39,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
555,Connecticut,81,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
556,Delaware,23,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
557,District of Columbia,9,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
558,Florida,280,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
559,Georgia,194,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
560,Hawaii,9,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
561,Idaho,15,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
562,Illinois,226,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
563,Indiana,116,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
564,Iowa,34,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
565,Kansas,41,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
566,Kentucky,117,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
567,Louisiana,77,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
568,Maine,33,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
569,Maryland,81,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
570,Massachusetts,182,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
571,Michigan,177,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
572,Minnesota,39,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
573,Mississippi,57,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
574,Missouri,99,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
575,Montana,12,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
576,Nebraska,21,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
577,Nevada,31,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
578,New Hampshire,27,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
579,New Jersey,230,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
580,New Mexico,37,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
581,New York,264,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
582,North Carolina,189,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
583,North Dakota,9,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
584,Ohio,222,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
585,Oklahoma,67,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
586,Oregon,42,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
587,Pennsylvania,234,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
588,Rhode Island,27,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
589,South Carolina,153,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
590,South Dakota,11,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
591,Tennessee,144,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
592,Texas,341,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
593,Utah,12,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
594,Vermont,15,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
595,Virginia,160,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
596,Washington,78,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
597,West Virginia,67,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
598,Wisconsin,67,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
599,Wyoming,8,10,"Medicare/Other Health, Residential, and Personal Care (Millions of Dollars)",2013
9,Alabama,9704,1,Medicare/Personal Health Care (Millions of Dollars),2014
10,Alaska,747,1,Medicare/Personal Health Care (Millions of Dollars),2014
11,Arizona,11074,1,Medicare/Personal Health Care (Millions of Dollars),2014
12,Arkansas,5511,1,Medicare/Personal Health Care (Millions of Dollars),2014
13,California,64445,1,Medicare/Personal Health Care (Millions of Dollars),2014
14,Colorado,6977,1,Medicare/Personal Health Care (Millions of Dollars),2014
15,Connecticut,7369,1,Medicare/Personal Health Care (Millions of Dollars),2014
16,Delaware,2015,1,Medicare/Personal Health Care (Millions of Dollars),2014
17,District of Columbia,1025,1,Medicare/Personal Health Care (Millions of Dollars),2014
18,Florida,47826,1,Medicare/Personal Health Care (Millions of Dollars),2014
19,Georgia,15267,1,Medicare/Personal Health Care (Millions of Dollars),2014
20,Hawaii,2026,1,Medicare/Personal Health Care (Millions of Dollars),2014
21,Idaho,2374,1,Medicare/Personal Health Care (Millions of Dollars),2014
22,Illinois,22546,1,Medicare/Personal Health Care (Millions of Dollars),2014
23,Indiana,12034,1,Medicare/Personal Health Care (Millions of Dollars),2014
24,Iowa,5181,1,Medicare/Personal Health Care (Millions of Dollars),2014
25,Kansas,4817,1,Medicare/Personal Health Care (Millions of Dollars),2014
26,Kentucky,8715,1,Medicare/Personal Health Care (Millions of Dollars),2014
27,Louisiana,9115,1,Medicare/Personal Health Care (Millions of Dollars),2014
28,Maine,2780,1,Medicare/Personal Health Care (Millions of Dollars),2014
29,Maryland,10909,1,Medicare/Personal Health Care (Millions of Dollars),2014
30,Massachusetts,14185,1,Medicare/Personal Health Care (Millions of Dollars),2014
31,Michigan,20847,1,Medicare/Personal Health Care (Millions of Dollars),2014
32,Minnesota,8769,1,Medicare/Personal Health Care (Millions of Dollars),2014
33,Mississippi,6033,1,Medicare/Personal Health Care (Millions of Dollars),2014
34,Missouri,11625,1,Medicare/Personal Health Care (Millions of Dollars),2014
35,Montana,1599,1,Medicare/Personal Health Care (Millions of Dollars),2014
36,Nebraska,3024,1,Medicare/Personal Health Care (Millions of Dollars),2014
37,Nevada,4693,1,Medicare/Personal Health Care (Millions of Dollars),2014
38,New Hampshire,2407,1,Medicare/Personal Health Care (Millions of Dollars),2014
39,New Jersey,18453,1,Medicare/Personal Health Care (Millions of Dollars),2014
40,New Mexico,3142,1,Medicare/Personal Health Care (Millions of Dollars),2014
41,New York,39700,1,Medicare/Personal Health Care (Millions of Dollars),2014
42,North Carolina,17694,1,Medicare/Personal Health Care (Millions of Dollars),2014
43,North Dakota,1103,1,Medicare/Personal Health Care (Millions of Dollars),2014
44,Ohio,23194,1,Medicare/Personal Health Care (Millions of Dollars),2014
45,Oklahoma,6955,1,Medicare/Personal Health Care (Millions of Dollars),2014
46,Oregon,6478,1,Medicare/Personal Health Care (Millions of Dollars),2014
47,Pennsylvania,27884,1,Medicare/Personal Health Care (Millions of Dollars),2014
48,Rhode Island,2167,1,Medicare/Personal Health Care (Millions of Dollars),2014
49,South Carolina,9351,1,Medicare/Personal Health Care (Millions of Dollars),2014
50,South Dakota,1407,1,Medicare/Personal Health Care (Millions of Dollars),2014
51,Tennessee,12462,1,Medicare/Personal Health Care (Millions of Dollars),2014
52,Texas,41904,1,Medicare/Personal Health Care (Millions of Dollars),2014
53,Utah,3018,1,Medicare/Personal Health Care (Millions of Dollars),2014
54,Vermont,1176,1,Medicare/Personal Health Care (Millions of Dollars),2014
55,Virginia,12605,1,Medicare/Personal Health Care (Millions of Dollars),2014
56,Washington,10308,1,Medicare/Personal Health Care (Millions of Dollars),2014
57,West Virginia,4207,1,Medicare/Personal Health Care (Millions of Dollars),2014
58,Wisconsin,9789,1,Medicare/Personal Health Care (Millions of Dollars),2014
59,Wyoming,837,1,Medicare/Personal Health Care (Millions of Dollars),2014
69,Alabama,3937,2,Medicare/Hospital Care (Millions of Dollars),2014
70,Alaska,451,2,Medicare/Hospital Care (Millions of Dollars),2014
71,Arizona,4574,2,Medicare/Hospital Care (Millions of Dollars),2014
72,Arkansas,2608,2,Medicare/Hospital Care (Millions of Dollars),2014
73,California,26324,2,Medicare/Hospital Care (Millions of Dollars),2014
74,Colorado,2928,2,Medicare/Hospital Care (Millions of Dollars),2014
75,Connecticut,3263,2,Medicare/Hospital Care (Millions of Dollars),2014
76,Delaware,905,2,Medicare/Hospital Care (Millions of Dollars),2014
77,District of Columbia,500,2,Medicare/Hospital Care (Millions of Dollars),2014
78,Florida,17857,2,Medicare/Hospital Care (Millions of Dollars),2014
79,Georgia,6273,2,Medicare/Hospital Care (Millions of Dollars),2014
80,Hawaii,836,2,Medicare/Hospital Care (Millions of Dollars),2014
81,Idaho,1149,2,Medicare/Hospital Care (Millions of Dollars),2014
82,Illinois,10227,2,Medicare/Hospital Care (Millions of Dollars),2014
83,Indiana,5466,2,Medicare/Hospital Care (Millions of Dollars),2014
84,Iowa,2709,2,Medicare/Hospital Care (Millions of Dollars),2014
85,Kansas,2389,2,Medicare/Hospital Care (Millions of Dollars),2014
86,Kentucky,4037,2,Medicare/Hospital Care (Millions of Dollars),2014
87,Louisiana,4161,2,Medicare/Hospital Care (Millions of Dollars),2014
88,Maine,1382,2,Medicare/Hospital Care (Millions of Dollars),2014
89,Maryland,5621,2,Medicare/Hospital Care (Millions of Dollars),2014
90,Massachusetts,6920,2,Medicare/Hospital Care (Millions of Dollars),2014
91,Michigan,9491,2,Medicare/Hospital Care (Millions of Dollars),2014
92,Minnesota,4688,2,Medicare/Hospital Care (Millions of Dollars),2014
93,Mississippi,2857,2,Medicare/Hospital Care (Millions of Dollars),2014
94,Missouri,5380,2,Medicare/Hospital Care (Millions of Dollars),2014
95,Montana,889,2,Medicare/Hospital Care (Millions of Dollars),2014
96,Nebraska,1556,2,Medicare/Hospital Care (Millions of Dollars),2014
97,Nevada,2030,2,Medicare/Hospital Care (Millions of Dollars),2014
98,New Hampshire,1276,2,Medicare/Hospital Care (Millions of Dollars),2014
99,New Jersey,7664,2,Medicare/Hospital Care (Millions of Dollars),2014
100,New Mexico,1405,2,Medicare/Hospital Care (Millions of Dollars),2014
101,New York,17253,2,Medicare/Hospital Care (Millions of Dollars),2014
102,North Carolina,7605,2,Medicare/Hospital Care (Millions of Dollars),2014
103,North Dakota,695,2,Medicare/Hospital Care (Millions of Dollars),2014
104,Ohio,10114,2,Medicare/Hospital Care (Millions of Dollars),2014
105,Oklahoma,3290,2,Medicare/Hospital Care (Millions of Dollars),2014
106,Oregon,2838,2,Medicare/Hospital Care (Millions of Dollars),2014
107,Pennsylvania,12152,2,Medicare/Hospital Care (Millions of Dollars),2014
108,Rhode Island,935,2,Medicare/Hospital Care (Millions of Dollars),2014
109,South Carolina,3966,2,Medicare/Hospital Care (Millions of Dollars),2014
110,South Dakota,847,2,Medicare/Hospital Care (Millions of Dollars),2014
111,Tennessee,4990,2,Medicare/Hospital Care (Millions of Dollars),2014
112,Texas,17448,2,Medicare/Hospital Care (Millions of Dollars),2014
113,Utah,1222,2,Medicare/Hospital Care (Millions of Dollars),2014
114,Vermont,657,2,Medicare/Hospital Care (Millions of Dollars),2014
115,Virginia,5705,2,Medicare/Hospital Care (Millions of Dollars),2014
116,Washington,4847,2,Medicare/Hospital Care (Millions of Dollars),2014
117,West Virginia,2064,2,Medicare/Hospital Care (Millions of Dollars),2014
118,Wisconsin,4682,2,Medicare/Hospital Care (Millions of Dollars),2014
119,Wyoming,468,2,Medicare/Hospital Care (Millions of Dollars),2014
129,Alabama,2525,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
130,Alaska,140,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
131,Arizona,3277,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
132,Arkansas,1228,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
133,California,18785,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
134,Colorado,1856,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
135,Connecticut,1603,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
136,Delaware,458,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
137,District of Columbia,229,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
138,Florida,14390,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
139,Georgia,4001,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
140,Hawaii,614,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
141,Idaho,482,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
142,Illinois,4965,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
143,Indiana,2514,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
144,Iowa,988,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
145,Kansas,1005,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
146,Kentucky,1750,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
147,Louisiana,1985,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
148,Maine,523,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
149,Maryland,2446,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
150,Massachusetts,2768,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
151,Michigan,4807,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
152,Minnesota,1593,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
153,Mississippi,1244,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
154,Missouri,2521,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
155,Montana,288,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
156,Nebraska,578,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
157,Nevada,1333,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
158,New Hampshire,392,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
159,New Jersey,4773,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
160,New Mexico,752,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
161,New York,9983,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
162,North Carolina,4280,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
163,North Dakota,158,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
164,Ohio,5271,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
165,Oklahoma,1363,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
166,Oregon,1728,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
167,Pennsylvania,6742,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
168,Rhode Island,497,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
169,South Carolina,2305,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
170,South Dakota,213,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
171,Tennessee,3141,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
172,Texas,10335,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
173,Utah,735,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
174,Vermont,159,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
175,Virginia,3071,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
176,Washington,2467,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
177,West Virginia,833,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
178,Wisconsin,2077,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
179,Wyoming,154,3,Medicare/Physician & Clinical Services (Millions of Dollars),2014
189,Alabama,276,4,Medicare/Other Professional Services (Millions of Dollars),2014
190,Alaska,28,4,Medicare/Other Professional Services (Millions of Dollars),2014
191,Arizona,445,4,Medicare/Other Professional Services (Millions of Dollars),2014
192,Arkansas,157,4,Medicare/Other Professional Services (Millions of Dollars),2014
193,California,2229,4,Medicare/Other Professional Services (Millions of Dollars),2014
194,Colorado,261,4,Medicare/Other Professional Services (Millions of Dollars),2014
195,Connecticut,238,4,Medicare/Other Professional Services (Millions of Dollars),2014
196,Delaware,69,4,Medicare/Other Professional Services (Millions of Dollars),2014
197,District of Columbia,20,4,Medicare/Other Professional Services (Millions of Dollars),2014
198,Florida,1769,4,Medicare/Other Professional Services (Millions of Dollars),2014
199,Georgia,475,4,Medicare/Other Professional Services (Millions of Dollars),2014
200,Hawaii,71,4,Medicare/Other Professional Services (Millions of Dollars),2014
201,Idaho,81,4,Medicare/Other Professional Services (Millions of Dollars),2014
202,Illinois,673,4,Medicare/Other Professional Services (Millions of Dollars),2014
203,Indiana,313,4,Medicare/Other Professional Services (Millions of Dollars),2014
